,belongs_to_collection,id,title,vote_average,vote_count
1363,Scream Collection,4232.0,Scream,7.0,1520.0
1364,{},9361.0,The Last of the Mohicans,7.1,747.0
1365,{},2928.0,Michael,5.5,174.0
1366,{},30285.0,The Evening Star,5.8,18.0
1367,{},10549.0,Hamlet,7.3,118.0
1368,{},58102.0,Some Mother's Son,7.0,6.0
1369,{},18451.0,The Whole Wide World,6.4,9.0
1370,{},27265.0,Mother,6.8,19.0
1371,{},49935.0,Thieves,7.0,5.0
1372,{},8818.0,Evita,5.9,122.0
1373,{},36758.0,The Portrait of a Lady,6.3,46.0
1374,{},36040.0,Walkabout,7.4,111.0
1375,{},74239.0,Message to Love: The Isle of Wight Festival,6.4,4.0
1376,{},9415.0,Murder at 1600,5.8,130.0
1377,{},55146.0,Hearts and Minds,0.0,0.0
1378,{},303693.0,Inside,0.0,1.0
1379,{},12145.0,Fierce Creatures,6.0,95.0
1380,{},42424.0,Zeus & Roxanne,4.2,16.0
1381,Turbulence Collection,34314.0,Turbulence,5.2,63.0
1382,{},2892.0,Angel Baby,7.7,3.0
1383,Police Story Collection,9404.0,First Strike,6.5,101.0
1384,{},85242.0,Underworld,6.0,1.0
1385,{},9622.0,Beverly Hills Ninja,5.5,176.0
1386,{},8860.0,Metro,5.3,136.0
1387,{},197537.0,The Machine,4.5,2.0
1388,{},66597.0,Falling in Love Again,6.1,4.0
1389,{},14832.0,The Cement Garden,7.2,23.0
1390,{},9619.0,Dante's Peak,5.8,445.0
1391,{},40506.0,Meet Wally Sparks,5.3,10.0
1392,{},31000.0,Amos & Andrew,5.0,47.0
1393,{},4104.0,Benny & Joon,6.9,220.0
1394,{},26306.0,Prefontaine,6.7,21.0
1395,{},203829.0,A Tickle in the Heart,0.0,0.0
1396,{},43775.0,Guantanamera,8.0,3.0
1397,McHale's Navy Collection,14908.0,McHale's Navy,4.4,27.0
1398,{},784.0,Kolya,7.5,46.0
1399,{},12489.0,Gridlock'd,6.8,55.0
1400,{},168283.0,Fire on the Mountain,0.0,0.0
1401,{},16448.0,Waiting for Guffman,7.4,66.0
1402,{},55936.0,Prisoner of the Mountains,6.6,14.0
1403,{},17894.0,The Beautician and the Beast,5.2,53.0
1404,{},28059.0,SubUrbia,6.4,32.0
1405,{},58911.0,Hotel de Love,4.3,2.0
1406,{},17949.0,The Pest,5.0,35.0
1407,{},1968.0,Fools Rush In,5.8,133.0
1408,{},61563.0,Touch,6.0,10.0
1409,{},66.0,Absolute Power,6.4,226.0
1410,{},20735.0,That Darn Cat,3.9,11.0
1411,National Lampoon's Vacation Collection,11419.0,Vegas Vacation,6.0,175.0
1412,{},333165.0,Unforgotten: Twenty-Five Years After Willowbrook,7.0,2.0
1413,{},25796.0,That Old Feeling,7.1,15.0
1414,{},638.0,Lost Highway,7.5,572.0
1415,{},25624.0,Rosewood,6.7,31.0
1416,{},9366.0,Donnie Brasco,7.4,1175.0
1417,{},60083.0,Salut cousin !,3.3,4.0
1418,{},21915.0,Booty Call,5.6,29.0
1419,{},90928.0,Rhyme & Reason,6.3,8.0
1420,{},50091.0,Boys Life 2,5.0,1.0
1421,{},18420.0,City of Industry,5.6,14.0
1422,{},19952.0,Best Men,5.6,8.0
1423,{},9446.0,Jungle 2 Jungle,4.9,122.0
1424,{},28005.0,Kama Sutra - A Tale of Love,5.7,36.0
1425,{},9403.0,Private Parts,6.7,106.0
1426,{},27322.0,Love Jones,8.1,12.0
1427,The Saint Collection,10003.0,The Saint,5.9,310.0
1428,{},9311.0,Smilla's Sense of Snow,6.6,61.0
1429,Barrytown Trilogy,11844.0,The Van,5.9,15.0
1430,{},884.0,Crash,6.5,224.0
1431,{},49806.0,The Daytrippers,6.2,11.0
1432,{},1624.0,Liar Liar,6.4,1456.0
1433,{},88423.0,The Quiet Room,5.0,1.0
1434,{},16052.0,Selena,7.1,115.0
1435,{},4477.0,The Devil's Own,5.9,300.0
1436,{},24662.0,Cats Don't Dance,7.1,25.0
1437,{},18423.0,B.A.P.S.,4.2,13.0
1438,{},76996.0,Love and Other Catastrophes,5.8,9.0
1439,Power Rangers Collection,6499.0,Turbo: A Power Rangers Movie,4.6,60.0
1440,{},50512.0,Anna Karenina,6.4,26.0
1441,{},9405.0,Double Team,4.4,163.0
1442,{},12723.0,Inventing the Abbotts,6.4,43.0
1443,Anaconda Collection,9360.0,Anaconda,4.8,624.0
1444,{},9434.0,Grosse Pointe Blank,6.9,278.0
1445,{},118991.0,Keys to Tulsa,4.9,5.0
1446,{},21626.0,Kissed,7.0,21.0
1447,{},13982.0,8 Heads in a Duffel Bag,5.4,39.0
1448,{},93946.0,Hollow Reed,6.8,6.0
1449,{},77223.0,Paradise Road,6.2,21.0
1450,{},31465.0,Traveller,5.9,6.0
1451,{},12793.0,All Over Me,5.9,15.0
1452,{},102878.0,A Brother's Kiss,8.0,1.0
1453,{},105763.0,A Chef in Love,3.5,2.0
1454,{},9611.0,Romy and Michele's High School Reunion,6.0,160.0
1455,{},47694.0,Temptress Moon,7.2,6.0
1456,{},10357.0,Volcano,5.2,387.0
1457,{},9977.0,Children of the Revolution,5.3,9.0
1458,Austin Powers Collection,816.0,Austin Powers: International Man of Mystery,6.5,1033.0
1459,{},2163.0,Breakdown,6.6,202.0
1460,{},124680.0,Broken English,7.0,2.0
1461,{},16399.0,Commandments,5.3,5.0
1462,{},124843.0,Ripe,4.0,4.0
1463,{},31017.0,"Truth or Consequences, N.M.",5.7,15.0
1464,{},24645.0,The Turning,0.0,0.0
1465,Warriors of Virtue Collection,49478.0,Warriors of Virtue,4.7,9.0
1466,{},12499.0,Fathers' Day,5.1,77.0
1467,{},18.0,The Fifth Element,7.3,3962.0
1468,{},68545.0,Intimate Relations,8.0,1.0
1469,Teenage Apocalypse Trilogy,1811.0,Nowhere,6.3,27.0
1470,{},109614.0,Losing Chase,3.9,6.0
1471,{},60082.0,Sprung,5.0,7.0
1472,{},53023.0,Le Bonheur,7.0,21.0
1473,{},64802.0,Love! Valour! Compassion!,5.7,10.0
1474,{},11239.0,Shall We Dance?,7.2,35.0
1475,{},50850.0,The Second Jungle Book: Mowgli & Baloo,3.2,5.0
1476,{},15321.0,Twin Town,6.6,29.0
1477,{},2058.0,Addicted to Love,6.1,112.0
1478,{},9450.0,Brassed Off,6.9,53.0
1479,{},125021.0,The Designated Mourner,8.0,2.0
1480,Jurassic Park Collection,330.0,The Lost World: Jurassic Park,6.2,2528.0
1481,{},38523.0,Ponette,7.5,11.0
1482,{},16375.0,Schizopolis,6.4,22.0
1483,Shiloh Collection,33660.0,Shiloh,5.7,17.0
1484,{},59232.0,The War at Home,6.9,7.0
1485,{},45671.0,Rough Magic,6.3,7.0
1486,{},17770.0,Trial and Error,5.3,17.0
1487,{},15170.0,Buddy,3.9,13.0
1488,{},1701.0,Con Air,6.5,1289.0
1489,{},201445.0,Late Bloomers,4.0,1.0
1490,{},26422.0,The Pillow Book,6.9,41.0
1491,{},124642.0,To Have (Or Not),0.0,0.0
1492,Speed Collection,1639.0,Speed 2: Cruise Control,4.1,439.0
1493,{},49235.0,Squeeze,6.0,1.0
1494,{},106129.0,Sudden Manhattan,6.0,1.0
1495,{},291634.0,The Next Step,0.0,0.0
1496,{},107743.0,Wedding Bell Blues,5.5,2.0
1497,Batman Collection,415.0,Batman & Robin,4.2,1447.0
1498,{},47686.0,Dream with the Fishes,7.7,10.0
1499,{},65889.0,Roseanna's Grave,6.3,4.0
1500,{},11103.0,Head Above Water,5.8,39.0
1501,{},11970.0,Hercules,7.3,1741.0
1502,{},34941.0,The Last Time I Committed Suicide,6.7,7.0
1503,{},407992.0,MURDER and murder,8.0,2.0
1504,{},8874.0,My Best Friend's Wedding,6.4,606.0
1505,Tetsuo Collection,17991.0,Tetsuo II: Body Hammer,5.6,24.0
1506,{},11956.0,When the Cat's Away,6.1,16.0
1507,{},266.0,Contempt,7.5,138.0
1508,{},754.0,Face/Off,6.8,1612.0
1509,{},37567.0,Fall,7.2,6.0
1510,{},43771.0,Gabbeh,7.5,6.0
1511,{},124834.0,Mondo,7.0,3.0
1512,{},249358.0,The Innocent Sleep,0.0,0.0
1513,{},111367.0,For Ever Mozart,8.0,3.0
1514,Men In Black Collection,607.0,Men in Black,6.9,4521.0
1515,{},18080.0,Out to Sea,5.8,20.0
1516,{},38225.0,Wild America,5.8,28.0
1517,{},17834.0,A Simple Wish,5.5,46.0
1518,{},686.0,Contact,7.2,1338.0
1519,{},65046.0,Love Serenade,6.0,4.0
1520,{},4421.0,G.I. Jane,6.0,404.0
1521,Conan the Barbarian Collection,9387.0,Conan the Barbarian,6.6,663.0
1522,George of the Jungle Collection,10603.0,George of the Jungle,5.4,508.0
1523,{},2142.0,Cop Land,6.6,384.0
1524,{},8413.0,Event Horizon,6.4,752.0
1525,{},10336.0,Spawn,5.0,344.0
1526,Air Bud Collection,20737.0,Air Bud,5.3,108.0
1527,{},9413.0,Picture Perfect,5.1,114.0
1528,{},14585.0,In the Company of Men,6.8,45.0
1529,Free Willy Collection,18519.0,Free Willy 3: The Rescue,5.6,76.0
1530,{},49462.0,Career Girls,7.4,15.0
1531,{},8834.0,Conspiracy Theory,6.5,440.0
1532,{},9458.0,Desperate Measures,5.9,60.0
1533,{},8854.0,Steel,4.2,49.0
1534,{},38295.0,She's So Lovely,5.3,26.0
1535,{},22073.0,Hoodlum,6.5,33.0
1536,{},37244.0,Leave it to Beaver,5.2,20.0
1537,Mimic Collection,4961.0,Mimic,5.7,255.0
1538,{},9416.0,Money Talks,6.0,90.0
1539,{},26180.0,Excess Baggage,5.6,56.0
1540,{},17832.0,Kull the Conqueror,5.2,39.0
1541,{},9772.0,Air Force One,6.2,859.0
1542,{},6072.0,One Eight Seven,6.5,141.0
1543,The Jack Ryan Collection,1669.0,The Hunt for Red October,7.2,971.0
1544,{},468.0,My Own Private Idaho,7.1,218.0
1545,{},32519.0,"Kiss Me, Guido",4.4,10.0
1546,{},108401.0,Star Maps,5.3,3.0
1547,{},10806.0,In & Out,6.3,181.0
1548,{},9433.0,The Edge,6.8,359.0
1549,{},6623.0,The Peacemaker,5.8,263.0
1550,{},2118.0,L.A. Confidential,7.7,1340.0
1551,{},978.0,Seven Years in Tibet,7.0,644.0
1552,Alex Cross Collection,9437.0,Kiss the Girls,6.2,353.0
1553,{},29461.0,Soul Food,6.6,19.0
1554,{},56651.0,Kicked in the Head,5.0,1.0
1555,Wishmaster Collection,10351.0,Wishmaster,5.6,114.0
1556,{},66588.0,A Thousand Acres,5.7,11.0
1557,{},2649.0,The Game,7.5,1556.0
1558,{},14289.0,Fire Down Below,5.0,91.0
1559,{},10155.0,U Turn,6.5,185.0
1560,{},75250.0,The Locusts,3.8,3.0
1561,{},20457.0,The Matchmaker,6.1,18.0
1562,{},18355.0,The Assignment,6.6,41.0
1563,{},33657.0,A Smile Like Yours,3.2,6.0
1564,{},55306.0,Ulee's Gold,6.5,19.0
1565,{},68924.0,The Ice Storm,6.9,181.0
1566,{},36434.0,Stag,5.8,6.0
1567,{},2255.0,Chasing Amy,6.7,441.0
1568,{},28353.0,Def Jam's How to Be a Player,5.4,9.0
1569,{},9427.0,The Full Monty,6.9,372.0
1570,{},172545.0,Alive and Kicking,0.0,1.0
1571,{},17589.0,Mrs Brown,6.6,45.0
1572,I Know What You Did Last Summer Collection,3597.0,I Know What You Did Last Summer,5.6,698.0
1573,{},1813.0,The Devil's Advocate,7.2,1414.0
1574,{},36797.0,RocketMan,5.4,36.0
1575,{},12628.0,Playing God,5.6,26.0
1576,{},33344.0,The House of Yes,6.3,30.0
1577,{},25099.0,"Fast, Cheap & Out of Control",8.3,8.0
1578,{},45019.0,Washington Square,7.4,5.0
1579,{},63437.0,Telling Lies In America,6.3,6.0
1580,{},62422.0,Year of the Horse,3.8,3.0
1581,{},782.0,Gattaca,7.5,1846.0
1582,{},29911.0,FairyTale: A True Story,6.2,25.0
1583,{},9827.0,Phantoms,5.2,110.0
1584,{},1959.0,Swept from the Sea,6.5,12.0
1585,{},251481.0,Wonderland,0.0,0.0
1586,{},8067.0,A Life Less Ordinary,6.2,130.0
1587,{},125052.0,Hurricane Streets,4.8,4.0
1588,{},45153.0,Eve's Bayou,6.3,29.0
1589,{},10871.0,Switchback,5.8,52.0
1590,{},14398.0,Gang Related,6.5,32.0
1591,{},10890.0,Stripes,6.5,253.0
1592,{},99002.0,Nenette and Boni,8.0,7.0
1593,Mr. Bean Collection,1281.0,Bean,6.3,602.0
1594,{},32332.0,Hugo Pool,5.2,16.0
1595,{},9770.0,Mad City,5.9,81.0
1596,{},12616.0,One Night Stand,5.7,24.0
1597,{},34838.0,The Tango Lesson,6.4,5.0
1598,{},14905.0,Welcome to Sarajevo,6.5,22.0
1599,{},14583.0,Deceiver,6.6,16.0
1600,{},11975.0,The Rainmaker,6.7,239.0
1601,{},4995.0,Boogie Nights,7.5,812.0
1602,{},9281.0,Witness,7.0,390.0
1603,{},45928.0,Incognito,6.3,7.0
1604,Starship Troopers Collection,563.0,Starship Troopers,6.7,1584.0
1605,{},61337.0,Critical Care,6.1,9.0
1606,{},19931.0,The Joy Luck Club,7.1,34.0
1607,{},31535.0,Chairman of the Board,2.7,13.0
1608,{},10215.0,Sliding Doors,6.6,363.0
1609,Mortal Kombat Collection,9823.0,Mortal Kombat: Annihilation,3.8,225.0
1610,{},37165.0,The Truman Show,7.8,4702.0
1611,{},45609.0,The Wings of the Dove,6.9,34.0
1612,{},38904.0,Mrs. Dalloway,5.4,7.0
1613,{},45565.0,"I Love You, I Love You Not",5.0,10.0
1614,{},9407.0,Red Corner,5.9,79.0
1615,{},4824.0,The Jackal,6.1,536.0
1616,{},9444.0,Anastasia,7.4,1481.0
1617,{},9414.0,The Man Who Knew Too Little,6.5,126.0
1618,Alien Collection,8078.0,Alien: Resurrection,5.9,1388.0
1619,{},29938.0,Alien Escape,4.5,2.0
1620,{},11831.0,Amistad,6.8,324.0
1621,{},2895.0,The Apostle,6.1,39.0
1622,{},39177.0,Artemisia,6.2,10.0
1623,{},19601.0,Bent,6.3,34.0
1624,{},124606.0,Bang,6.0,1.0
1625,Les Boys,42832.0,The Boys,5.4,7.0
1626,{},22797.0,The Butcher Boy,6.7,36.0
1627,{},2639.0,Deconstructing Harry,7.3,188.0
1628,{},9574.0,Flubber,5.3,707.0
1629,{},10371.0,For Richer or Poorer,5.6,43.0
1630,{},489.0,Good Will Hunting,7.9,2880.0
1631,{},167738.0,Guy,6.0,1.0
1632,{},293820.0,Tar,0.0,0.0
1633,Home Alone Collection,9714.0,Home Alone 3,5.1,632.0
1634,{},102406.0,Ill Gotten Gains,0.0,0.0
1635,{},170430.0,Man of Her Dreams,0.0,0.0
1636,{},8197.0,Midnight in the Garden of Good and Evil,6.3,161.0
1637,{},6283.0,MouseHunt,6.2,297.0
1638,{},279698.0,Never Met Picasso,0.0,0.0
1639,{},49728.0,Office Killer,5.0,14.0
1640,{},64562.0,Other Voices Other Rooms,10.0,1.0
1641,Scream Collection,4233.0,Scream 2,6.1,856.0
1642,{},191874.0,Stranger in the House,0.0,0.0
1643,{},10217.0,The Sweet Hereafter,6.8,108.0
1644,{},438108.0,Time Tracers,0.0,0.0
1645,{},597.0,Titanic,7.5,7770.0
1646,James Bond Collection,714.0,Tomorrow Never Dies,6.0,941.0
1647,{},52537.0,Twisted,4.5,1.0
1648,{},12799.0,Full Speed,6.6,4.0
1649,{},62394.0,The Education of Little Tree,0.0,0.0
1650,The Postman Collection,9922.0,The Postman,6.1,306.0
1651,{},547.0,The Horse Whisperer,6.7,296.0
1652,{},25994.0,The Winter Guest,6.9,10.0
1653,{},184.0,Jackie Brown,7.3,1580.0
1654,{},9746.0,Kundun,6.8,92.0
1655,{},9438.0,Mr. Magoo,3.9,75.0
1656,{},115.0,The Big Lebowski,7.8,3001.0
1657,{},26941.0,Afterglow,7.2,5.0
1658,{},27103.0,My Life in Pink,7.2,28.0
1659,{},9410.0,Great Expectations,6.4,131.0
1660,3 Ninjas Collection,32302.0,3 Ninjas: High Noon at Mega Mountain,3.9,38.0
1661,{},216794.0,Men of Means,0.0,0.0
1662,{},88863.0,Caught Up,4.3,4.0
1663,{},154821.0,Arguing the World,0.0,0.0
1664,{},41417.0,Firestorm,4.7,17.0
1665,{},12538.0,Senseless,5.8,76.0
1666,{},586.0,Wag the Dog,6.7,273.0
1667,{},2666.0,Dark City,7.2,838.0
1668,{},46338.0,The Leading Man,0.0,0.0
1669,{},54007.0,Star Kid,4.9,16.0
1670,{},11258.0,Hard Rain,5.5,181.0
1671,{},9490.0,Half Baked,6.4,179.0
1672,{},9411.0,Fallen,6.6,346.0
1673,{},25719.0,Shooting Fish,7.0,23.0
1674,The Prophecy Collection,9033.0,The Prophecy II,5.9,49.0
1675,{},11220.0,Fallen Angels,7.7,113.0
1676,{},21253.0,Four Days in September,7.3,22.0
1677,{},6116.0,Spice World,4.7,124.0
1678,{},9457.0,Deep Rising,6.0,155.0
1679,{},281289.0,Tainted,5.5,2.0
1680,{},43911.0,A Letter from Death Row,2.0,1.0
1681,{},39424.0,Music from Another Room,5.7,14.0
1682,{},44361.0,Mother and Son,7.6,14.0
1683,{},11702.0,The Replacement Killers,6.0,128.0
1684,{},2923.0,B. Monkey,5.8,14.0
1685,{},12238.0,The Night Flier,5.7,60.0
1686,The Blues Brothers Collection,11568.0,Blues Brothers 2000,5.2,166.0
1687,{},41577.0,Tokyo Fist,6.6,29.0
1688,{},66894.0,Ride,6.8,4.0
1689,{},11003.0,The Wedding Singer,6.5,603.0
1690,{},10153.0,Sphere,5.8,483.0
1691,{},49645.0,Ayn Rand: A Sense of Life,7.2,3.0
1692,{},47112.0,A Further Gesture,0.0,0.0
1693,{},102732.0,Little City,6.0,1.0
1694,{},30949.0,Palmetto,5.7,29.0
1695,{},2898.0,As Good as It Gets,7.2,946.0
1696,{},9558.0,King of New York,6.5,130.0
1697,{},83593.0,A Paralyzing Fear: The Story of Polio in America,0.0,0.0
1698,{},320011.0,Men with Guns,0.0,0.0
1699,{},26269.0,Twilight,6.1,36.0
1700,The Fugitive / U.S. Marshals Collection,11808.0,U.S. Marshals,6.2,383.0
1701,{},6970.0,Welcome to Woop Woop,6.4,7.0
1702,{},47452.0,Love and Death on Long Island,6.9,11.0
1703,{},18205.0,Midaq Alley,6.4,12.0
1704,{},36943.0,In God's Hands,5.0,1.0
1705,{},21736.0,Everest,6.3,20.0
1706,{},17941.0,Hush,5.9,44.0
1707,{},10668.0,Suicide Kings,6.7,86.0
1708,{},9313.0,The Man in the Iron Mask,6.3,1052.0
1709,{},42807.0,The Newton Boys,5.9,44.0
1710,Wild Things Collection,617.0,Wild Things,6.3,454.0
1711,{},36568.0,Paulie,6.0,83.0
1712,{},37272.0,"A Cool, Dry Place",5.6,7.0
1713,{},5910.0,Fireworks,7.6,118.0
1714,{},9440.0,Primary Colors,6.1,97.0
1715,{},53092.0,"Niagara, Niagara",7.7,9.0
1716,{},32911.0,Wide Awake,5.2,12.0
1717,{},44308.0,A Price Above Rubies,5.9,6.0
1718,{},124821.0,Eden,6.0,1.0
1719,{},32456.0,Two Girls and a Guy,5.4,25.0
1720,{},93350.0,No Looking Back,5.8,4.0
1721,{},62695.0,Storefront Hitchcock,7.0,1.0
1722,{},32144.0,The Proposition,5.8,5.0
1723,{},17127.0,The Object of My Affection,5.6,75.0
1724,{},40688.0,Meet the Deedles,4.1,19.0
1725,{},17133.0,Homegrown,5.5,16.0
1726,{},19848.0,The Players Club,6.2,15.0
1727,Barney Collection,17644.0,Barney's Great Adventure,2.9,8.0
1728,{},1774.0,The Big One,6.2,24.0
1729,{},30265.0,Chinese Box,5.8,9.0
1730,{},2157.0,Lost in Space,5.0,395.0
1731,{},70581.0,Heaven's Burning,5.1,5.0
1732,{},8838.0,Mercury Rising,6.0,374.0
1733,{},29193.0,The Spanish Prisoner,7.1,74.0
1734,{},795.0,City of Angels,6.5,537.0
1735,{},16980.0,The Last Days of Disco,6.8,50.0
1736,The Odd Couple Collection,27472.0,The Odd Couple II,6.1,28.0
1737,{},47881.0,My Giant,5.1,33.0
1738,{},9469.0,He Got Game,6.7,140.0
1739,{},12488.0,The Gingerbread Man,5.7,37.0
1740,{},98499.0,Illtown,5.0,1.0
1741,{},81367.0,Slappy and the Stinkers,5.6,16.0
1742,{},267.0,Live Flesh,7.2,89.0
1743,{},16148.0,Zero Effect,6.0,56.0
1744,{},21252.0,Nil by Mouth,7.1,35.0
1745,{},73135.0,Ratchet,0.0,0.0
1746,{},9449.0,The Borrowers,5.8,136.0
1747,{},6264.0,Prince Valiant,4.7,10.0
1748,{},90414.0,"I Love You, Don't Touch Me!",6.0,1.0
1749,{},188870.0,Leather Jacket Love Story,9.0,2.0
1750,{},215373.0,Love Walked In,6.0,1.0
1751,{},78149.0,"An Alan Smithee Film: Burn, Hollywood, Burn",3.0,9.0
1752,{},15513.0,Kissing a Fool,5.9,16.0
1753,{},31220.0,Krippendorf's Tribe,4.3,28.0
1754,{},13907.0,Kurt & Courtney,5.9,30.0
1755,{},29825.0,The Real Blonde,5.5,13.0
1756,{},10622.0,Mr. Nice Guy,6.2,129.0
1757,{},30020.0,Taste of Cherry,7.1,78.0
1758,{},17139.0,Character,7.7,25.0
1759,{},34582.0,Junk Mail,5.7,6.0
1760,Species Collection,10216.0,Species II,4.5,161.0
1761,Major League Collection,9771.0,Major League: Back to the Minors,4.3,20.0
1762,{},24560.0,Sour Grapes,5.9,9.0
1763,{},76330.0,Wild Man Blues,6.2,5.0
1764,{},9448.0,The Big Hit,6.1,112.0
1765,{},38618.0,Tarzan and the Lost City,3.3,10.0
1766,{},18316.0,Black Dog,5.2,45.0
1767,{},78373.0,"Dancer, Texas Pop. 81",10.0,1.0
1768,{},77514.0,A Friend of the Deceased,5.0,3.0
1769,{},49474.0,Go Now,0.0,0.0
1770,{},4415.0,Les Misérables,7.1,157.0
1771,{},39467.0,Still Breathing,5.2,9.0
1772,{},55561.0,Clockwatchers,5.6,13.0
1773,{},8656.0,Deep Impact,5.9,870.0
1774,{},209345.0,Little Men,0.0,0.0
1775,{},58680.0,Woo,5.5,10.0
1776,{},35161.0,The Hanging Garden,5.7,9.0
1777,{},35796.0,Lawn Dogs,7.3,32.0
1778,{},18937.0,Quest for Camelot,6.9,193.0
1779,{},929.0,Godzilla,5.3,1075.0
1780,{},9452.0,Bulworth,6.3,66.0
1781,{},1878.0,Fear and Loathing in Las Vegas,7.2,1321.0
1782,{},9844.0,The Opposite of Sex,5.9,56.0
1783,{},40505.0,I Got the Hook Up,5.4,8.0
1784,{},14342.0,Almost Heroes,5.5,57.0
1785,{},9715.0,Hope Floats,5.8,82.0
1786,{},26610.0,Insomnia,6.6,55.0
1787,{},20064.0,Little Boy Blue,7.4,3.0
1788,{},40961.0,The Ugly,5.9,14.0
1789,{},1965.0,A Perfect Murder,6.3,320.0
1790,{},312.0,Beyond Silence,6.5,12.0
1791,{},6068.0,Six Days Seven Nights,5.6,343.0
1792,{},15037.0,Can't Hardly Wait,6.1,122.0
1793,{},50043.0,Cousin Bette,5.9,10.0
1794,{},37636.0,High Art,6.3,32.0
1795,{},17044.0,The Land Girls,7.0,3.0
1796,{},60951.0,Passion in the Desert,5.8,5.0
1797,{},21334.0,Children of Heaven,7.8,113.0
1798,{},416437.0,Dear Jesse,0.0,0.0
1799,{},32284.0,Dream for an Insomniac,6.1,12.0
1800,{},51955.0,Hav Plenty,0.0,0.0
1801,Henry Fool Collection,37410.0,Henry Fool,6.9,29.0
1802,{},47481.0,Marie from the Bay of Angels,4.0,3.0
1803,{},53765.0,Mr. Jealousy,6.1,10.0
1804,Mulan Collection,10674.0,Mulan,7.6,2089.0
1805,{},136134.0,Resurrection Man,7.0,2.0
1806,The X-Files Collection,846.0,The X Files,6.6,494.0
1807,{},12655.0,I Went Down,6.5,2.0
1808,Dr. Dolittle Collection,3050.0,Doctor Dolittle,5.4,705.0
1809,{},1389.0,Out of Sight,6.5,338.0
1810,{},11020.0,Picnic at Hanging Rock,7.1,156.0
1811,{},20862.0,Smoke Signals,6.7,25.0
1812,{},108548.0,Voyage to the Beginning of the World,6.0,5.0
1813,{},9464.0,Buffalo '66,7.2,172.0
1814,{},95.0,Armageddon,6.5,2540.0
1815,Lethal Weapon Collection,944.0,Lethal Weapon 4,6.3,782.0
1816,{},35680.0,Madeline,5.1,46.0
1817,{},11551.0,Small Soldiers,6.2,522.0
1818,{},473.0,Pi,7.1,600.0
1819,{},102304.0,Whatever,8.3,2.0
1820,{},544.0,There's Something About Mary,6.5,1616.0
1821,{},10513.0,Plan 9 from Outer Space,4.4,137.0
1822,{},28966.0,Wings,7.0,59.0
1823,{},65203.0,The Broadway Melody,5.0,20.0
1824,{},143.0,All Quiet on the Western Front,7.5,166.0
1825,{},42861.0,Cimarron,5.1,22.0
1826,{},33680.0,Grand Hotel,6.5,67.0
1827,{},56164.0,Cavalcade,4.6,17.0
1828,{},12311.0,Mutiny on the Bounty,7.1,72.0
1829,{},43277.0,The Great Ziegfeld,6.2,19.0
1830,{},43278.0,The Life of Emile Zola,6.6,19.0
1831,{},34106.0,You Can't Take It With You,7.2,79.0
1832,{},43266.0,How Green Was My Valley,6.9,76.0
1833,{},27367.0,Mrs. Miniver,6.7,47.0
1834,{},17661.0,Going My Way,6.9,37.0
1835,{},28580.0,The Lost Weekend,7.4,115.0
1836,{},887.0,The Best Years of Our Lives,7.6,148.0
1837,{},33667.0,Gentleman's Agreement,6.8,48.0
1838,{},23383.0,Hamlet,7.1,48.0
1839,{},25430.0,All the King's Men,6.3,51.0
1840,{},27191.0,The Greatest Show on Earth,6.6,51.0
1841,{},11426.0,From Here to Eternity,7.2,137.0
1842,{},654.0,On the Waterfront,8.0,368.0
1843,{},15919.0,Marty,7.2,75.0
1844,{},1725.0,West Side Story,7.0,399.0
1845,{},5769.0,Tom Jones,6.1,40.0
1846,{},874.0,A Man for All Seasons,7.5,90.0
1847,{},10633.0,In the Heat of the Night,7.5,207.0
1848,{},17917.0,Oliver!,7.0,106.0
1849,{},3116.0,Midnight Cowboy,7.4,307.0
1850,French Connection Collection,1051.0,The French Connection,7.4,435.0
1851,Rocky Collection,1366.0,Rocky,7.5,1843.0
1852,{},12102.0,Kramer vs. Kramer,7.4,483.0
1853,{},16619.0,Ordinary People,7.4,147.0
1854,{},9443.0,Chariots of Fire,6.9,213.0
1855,{},11050.0,Terms of Endearment,6.9,178.0
1856,{},606.0,Out of Africa,7.0,290.0
1857,{},746.0,The Last Emperor,7.4,362.0
1858,{},380.0,Rain Man,7.6,1762.0
1859,{},403.0,Driving Miss Daisy,7.0,358.0
1860,{},11485.0,Take the Money and Run,7.0,177.0
1861,{},466.0,Klute,6.5,88.0
1862,{},13820.0,Repo Man,6.7,146.0
1863,{},15389.0,Metropolitan,7.0,39.0
1864,{},13597.0,Labyrinth,7.1,618.0
1865,{},2108.0,The Breakfast Club,7.8,2189.0
1866,A Nightmare on Elm Street Collection,10014.0,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.7,367.0
1867,A Nightmare on Elm Street Collection,10072.0,A Nightmare on Elm Street 3: Dream Warriors,6.5,363.0
1868,A Nightmare on Elm Street Collection,10131.0,A Nightmare on Elm Street 4: The Dream Master,5.8,287.0
1869,A Nightmare on Elm Street Collection,10160.0,A Nightmare on Elm Street 5: The Dream Child,5.5,251.0
1870,A Nightmare on Elm Street Collection,11284.0,Freddy's Dead: The Final Nightmare,5.1,280.0
1871,Friday the 13th Collection,4488.0,Friday the 13th,6.4,622.0
1872,Friday the 13th Collection,9725.0,Friday the 13th Part 2,6.0,321.0
1873,Friday the 13th Collection,9728.0,Friday the 13th Part III,5.7,257.0
1874,Friday the 13th Collection,9730.0,Friday the 13th: The Final Chapter,5.9,241.0
